지수코드#지점번호#날짜#오늘#내일#모레#=
D06#1100000000#2020062718##0#0#=
D06#1111000000#2020062718##0#0#=
D06#1111051500#2020062718##0#0#=
D06#1111053000#2020062718##0#0#=
D06#1111054000#2020062718##0#0#=
D06#1111055000#2020062718##0#0#=
D06#1111056000#2020062718##0#0#=
D06#1111057000#2020062718##0#0#=
D06#1111058000#2020062718##0#0#=
D06#1111060000#2020062718##0#0#=
D06#1111061500#2020062718##0#0#=
D06#1111063000#2020062718##0#0#=
D06#1111064000#2020062718##0#0#=
D06#1111065000#2020062718##0#0#=
D06#1111067000#2020062718##0#0#=
D06#1111068000#2020062718##0#0#=
D06#1111069000#2020062718##0#0#=
D06#1111070000#2020062718##0#0#=
D06#1111071000#2020062718##0#0#=
D06#1114000000#2020062718##0#0#=
D06#1114052000#2020062718##0#0#=
D06#1114054000#2020062718##0#0#=
D06#1114055000#2020062718##0#0#=
D06#1114057000#2020062718##0#0#=
D06#1114058000#2020062718##0#0#=
D06#1114059000#2020062718##0#0#=
D06#1114060500#2020062718##0#0#=
D06#1114061500#2020062718##0#0#=
D06#1114062500#2020062718##0#0#=
D06#1114063500#2020062718##0#0#=
D06#1114064500#2020062718##0#0#=
D06#1114065000#2020062718##0#0#=
D06#1114066500#2020062718##0#0#=
D06#1114067000#2020062718##0#0#=
D06#1114068000#2020062718##0#0#=
D06#1117000000#2020062718##0#0#=
D06#1117051000#2020062718##0#0#=
D06#1117052000#2020062718##0#0#=
D06#1117053000#2020062718##0#0#=
D06#1117055500#2020062718##0#0#=
D06#1117056000#2020062718##0#0#=
D06#1117057000#2020062718##0#0#=
D06#1117058000#2020062718##0#0#=
D06#1117059000#2020062718##0#0#=
D06#1117062500#2020062718##0#0#=
D06#1117063000#2020062718##0#0#=
D06#1117064000#2020062718##0#0#=
D06#1117065000#2020062718##0#0#=
D06#1117066000#2020062718##0#0#=
D06#1117068500#2020062718##0#0#=
D06#1117069000#2020062718##0#0#=
D06#1117070000#2020062718##0#0#=
D06#1120000000#2020062718##0#0#=
D06#1120052000#2020062718##0#0#=
D06#1120053500#2020062718##0#0#=
D06#1120054000#2020062718##0#0#=
D06#1120055000#2020062718##0#0#=
D06#1120056000#2020062718##0#0#=
D06#1120057000#2020062718##0#0#=
D06#1120058000#2020062718##0#0#=
D06#1120059000#2020062718##0#0#=
D06#1120061500#2020062718##0#0#=
D06#1120062000#2020062718##0#0#=
D06#1120064500#2020062718##0#0#=
D06#1120065000#2020062718##0#0#=
D06#1120066000#2020062718##0#0#=
D06#1120067000#2020062718##0#0#=
D06#1120069000#2020062718##0#0#=
D06#1120072000#2020062718##0#0#=
D06#1120079000#2020062718##0#0#=
D06#1121500000#2020062718##0#0#=
D06#1121571000#2020062718##0#0#=
D06#1121573000#2020062718##0#0#=
D06#1121574000#2020062718##0#0#=
D06#1121575000#2020062718##0#0#=
D06#1121576000#2020062718##0#0#=
D06#1121577000#2020062718##0#0#=
D06#1121578000#2020062718##0#0#=
D06#1121581000#2020062718##0#0#=
D06#1121582000#2020062718##0#0#=
D06#1121583000#2020062718##0#0#=
D06#1121584000#2020062718##0#0#=
D06#1121584700#2020062718##0#0#=
D06#1121585000#2020062718##0#0#=
D06#1121586000#2020062718##0#0#=
D06#1121587000#2020062718##0#0#=
D06#1123000000#2020062718##0#0#=
D06#1123053600#2020062718##0#0#=
D06#1123054500#2020062718##0#0#=
D06#1123056000#2020062718##0#0#=
D06#1123057000#2020062718##0#0#=
D06#1123060000#2020062718##0#0#=
D06#1123061000#2020062718##0#0#=
D06#1123065000#2020062718##0#0#=
D06#1123066000#2020062718##0#0#=
D06#1123070500#2020062718##0#0#=
D06#1123071000#2020062718##0#0#=
D06#1123072000#2020062718##0#0#=
D06#1123073000#2020062718##0#0#=
D06#1123074000#2020062718##0#0#=
D06#1123075000#2020062718##0#0#=
D06#1126000000#2020062718##0#0#=
D06#1126052000#2020062718##0#0#=
D06#1126054000#2020062718##0#0#=
D06#1126055000#2020062718##0#0#=
D06#1126056500#2020062718##0#0#=
D06#1126057000#2020062718##0#0#=
D06#1126057500#2020062718##0#0#=
D06#1126058000#2020062718##0#0#=
D06#1126059000#2020062718##0#0#=
D06#1126060000#2020062718##0#0#=
D06#1126061000#2020062718##0#0#=
D06#1126062000#2020062718##0#0#=
D06#1126063000#2020062718##0#0#=
D06#1126065500#2020062718##0#0#=
D06#1126066000#2020062718##0#0#=
D06#1126068000#2020062718##0#0#=
D06#1126069000#2020062718##0#0#=
D06#1129000000#2020062718##0#0#=
D06#1129052500#2020062718##0#0#=
D06#1129055500#2020062718##0#0#=
D06#1129057500#2020062718##0#0#=
D06#1129058000#2020062718##0#0#=
D06#1129059000#2020062718##0#0#=
D06#1129060000#2020062718##0#0#=
D06#1129061000#2020062718##0#0#=
D06#1129062000#2020062718##0#0#=
D06#1129063000#2020062718##0#0#=
D06#1129064000#2020062718##0#0#=
D06#1129065000#2020062718##0#0#=
D06#1129066000#2020062718##0#0#=
D06#1129068500#2020062718##0#0#=
D06#1129070500#2020062718##0#0#=
D06#1129071500#2020062718##0#0#=
D06#1129072500#2020062718##0#0#=
D06#1129076000#2020062718##0#0#=
D06#1129077000#2020062718##0#0#=
D06#1129078000#2020062718##0#0#=
D06#1129081000#2020062718##0#0#=
D06#1130500000#2020062718##0#0#=
D06#1130553400#2020062718##0#0#=
D06#1130553500#2020062718##0#0#=
D06#1130554500#2020062718##0#0#=
D06#1130555500#2020062718##0#0#=
D06#1130557500#2020062718##0#0#=
D06#1130559500#2020062718##0#0#=
D06#1130560300#2020062718##0#0#=
D06#1130560800#2020062718##0#0#=
D06#1130561500#2020062718##0#0#=
D06#1130562500#2020062718##0#0#=
D06#1130563500#2020062718##0#0#=
D06#1130564500#2020062718##0#0#=
D06#1130566000#2020062718##0#0#=
D06#1132000000#2020062718##0#0#=
D06#1132051100#2020062718##0#0#=
D06#1132051200#2020062718##0#0#=
D06#1132051300#2020062718##0#0#=
D06#1132051400#2020062718##0#0#=
D06#1132051500#2020062718##0#0#=
D06#1132052100#2020062718##0#0#=
D06#1132052200#2020062718##0#0#=
D06#1132066000#2020062718##0#0#=
D06#1132067000#2020062718##0#0#=
D06#1132068000#2020062718##0#0#=
D06#1132068100#2020062718##0#0#=
D06#1132069000#2020062718##0#0#=
D06#1132070000#2020062718##0#0#=
D06#1132071000#2020062718##0#0#=
D06#1135000000#2020062718##0#0#=
D06#1135056000#2020062718##0#0#=
D06#1135057000#2020062718##0#0#=
D06#1135058000#2020062718##0#0#=
D06#1135059500#2020062718##0#0#=
D06#1135060000#2020062718##0#0#=
D06#1135061100#2020062718##0#0#=
D06#1135061200#2020062718##0#0#=
D06#1135061900#2020062718##0#0#=
D06#1135062100#2020062718##0#0#=
D06#1135062400#2020062718##0#0#=
D06#1135062500#2020062718##0#0#=
D06#1135063000#2020062718##0#0#=
D06#1135064000#2020062718##0#0#=
D06#1135066500#2020062718##0#0#=
D06#1135067000#2020062718##0#0#=
D06#1135069500#2020062718##0#0#=
D06#1135070000#2020062718##0#0#=
D06#1135071000#2020062718##0#0#=
D06#1135072000#2020062718##0#0#=
D06#1138000000#2020062718##0#0#=
D06#1138051000#2020062718##0#0#=
D06#1138052000#2020062718##0#0#=
D06#1138053000#2020062718##0#0#=
D06#1138055100#2020062718##0#0#=
D06#1138055200#2020062718##0#0#=
D06#1138056000#2020062718##0#0#=
D06#1138057000#2020062718##0#0#=
D06#1138058000#2020062718##0#0#=
D06#1138059000#2020062718##0#0#=
D06#1138060000#2020062718##0#0#=
D06#1138062500#2020062718##0#0#=
D06#1138063100#2020062718##0#0#=
D06#1138063200#2020062718##0#0#=
D06#1138064000#2020062718##0#0#=
D06#1138065000#2020062718##0#0#=
D06#1138069000#2020062718##0#0#=
D06#1141000000#2020062718##0#0#=
D06#1141052000#2020062718##0#0#=
D06#1141055500#2020062718##0#0#=
D06#1141056500#2020062718##0#0#=
D06#1141058500#2020062718##0#0#=
D06#1141061500#2020062718##0#0#=
