지수코드#지점번호#날짜#오늘#내일#모레#=
D06#4423000000#2016040718##0#0#=
D06#4425000000#2016040718##0#0#=
D06#4427000000#2016040718##0#0#=
D06#4471000000#2016040718##0#0#=
D06#4476000000#2016040718##0#0#=
D06#4477000000#2016040718##0#0#=
D06#4479000000#2016040718##0#0#=
D06#4480000000#2016040718##0#0#=
D06#4481000000#2016040718##0#1#=
D06#4482500000#2016040718##1#1#=
D06#4511000000#2016040718##0#1#=
D06#4513000000#2016040718##0#0#=
D06#4514000000#2016040718##0#0#=
D06#4518000000#2016040718##0#0#=
D06#4519000000#2016040718##0#0#=
D06#4521000000#2016040718##0#0#=
D06#4571000000#2016040718##0#1#=
D06#4572000000#2016040718##0#0#=
D06#4573000000#2016040718##0#0#=
D06#4574000000#2016040718##0#0#=
D06#4575000000#2016040718##0#0#=
D06#4577000000#2016040718##1#1#=
D06#4579000000#2016040718##0#0#=
D06#4580000000#2016040718##0#0#=
D06#4611000000#2016040718##1#1#=
D06#4613000000#2016040718##1#1#=
D06#4615000000#2016040718##1#1#=
D06#4617000000#2016040718##1#1#=
D06#4623000000#2016040718##1#1#=
D06#4671000000#2016040718##0#1#=
D06#4672000000#2016040718##0#1#=
D06#4673000000#2016040718##0#1#=
D06#4677000000#2016040718##1#1#=
D06#4678000000#2016040718##0#0#=
D06#4679000000#2016040718##0#1#=
D06#4680000000#2016040718##0#0#=
D06#4681000000#2016040718##0#0#=
D06#4682000000#2016040718##0#0#=
D06#4683000000#2016040718##0#1#=
D06#4684000000#2016040718##0#0#=
D06#4686000000#2016040718##1#1#=
D06#4687000000#2016040718##0#1#=
D06#4688000000#2016040718##0#1#=
D06#4689000000#2016040718##1#1#=
D06#4690000000#2016040718##0#0#=
D06#4691000000#2016040718##1#1#=
D06#4691036000#2016040718##0#0#=
D06#4711000000#2016040718##1#1#=
D06#4713000000#2016040718##1#0#=
D06#4715000000#2016040718##0#0#=
D06#4717000000#2016040718##1#0#=
D06#4719000000#2016040718##0#0#=
D06#4721000000#2016040718##0#0#=
D06#4723000000#2016040718##1#1#=
D06#4725000000#2016040718##0#0#=
D06#4728000000#2016040718##0#0#=
D06#4729000000#2016040718##0#0#=
D06#4772000000#2016040718##0#0#=
D06#4773000000#2016040718##0#0#=
D06#4775000000#2016040718##0#0#=
D06#4776000000#2016040718##0#0#=
D06#4777000000#2016040718##0#0#=
D06#4782000000#2016040718##0#0#=
D06#4783000000#2016040718##0#0#=
D06#4784000000#2016040718##0#0#=
D06#4785000000#2016040718##0#0#=
D06#4790000000#2016040718##0#0#=
D06#4792000000#2016040718##0#0#=
D06#4793000000#2016040718##0#0#=
D06#4794000000#2016040718##0#0#=
D06#4812000000#2016040718##0#0#=
D06#4817000000#2016040718##1#1#=
D06#4822000000#2016040718##1#1#=
D06#4824000000#2016040718##1#1#=
D06#4825000000#2016040718##1#1#=
D06#4827000000#2016040718##0#0#=
D06#4831000000#2016040718##0#0#=
D06#4833000000#2016040718##1#0#=
D06#4872000000#2016040718##0#0#=
D06#4873000000#2016040718##0#0#=
D06#4874000000#2016040718##0#1#=
D06#4882000000#2016040718##1#1#=
D06#4884000000#2016040718##0#0#=
D06#4885000000#2016040718##1#1#=
D06#4886000000#2016040718##1#1#=
D06#4887000000#2016040718##1#1#=
D06#4888000000#2016040718##0#1#=
D06#4889000000#2016040718##1#1#=
D06#5011000000#2016040718##0#0#=
D06#5013000000#2016040718##0#1#=
